,algorithm,tolerance1,T,x0,xmin,fmin,iterations,time
185,trust-ncg,0.001,10.0,[ 2.34 -1.32  4.84  1.1 ],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0017697811126708984
186,trust-ncg,0.001,30.0,[-4.09 -1.74 -3.76  1.97],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001985788345336914
187,trust-ncg,0.001,50.0,[ 4.49  4.89 -4.44 -4.8 ],[ 0.   -0.02  0.26  3.94],2455.19,39,0.004743814468383789
188,trust-ncg,0.001,100.0,[-2.34 -1.03 -3.24  2.25],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0018322467803955078
189,trust-ncg,0.01,0.01,[-0.57 -4.45 -3.04 -3.97],[ 0.   -0.02  0.26  3.94],2455.19,12,0.002416372299194336
190,trust-ncg,0.01,0.1,[-1.7  4.2  4.  -0.2],[ 0.   -0.02  0.26  3.94],2455.19,12,0.002325773239135742
191,trust-ncg,0.01,1.0,[-4.38 -3.53  0.24  4.76],[ 0.   -0.02  0.26  3.94],2455.19,7,0.001458883285522461
192,trust-ncg,0.01,10.0,[-4.6  -1.46  4.08 -3.82],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0019276142120361328
193,trust-ncg,0.01,30.0,[-1.85  2.19  0.05 -1.72],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0023827552795410156
194,trust-ncg,0.01,50.0,[-2.08  3.99  4.87  1.06],[ 0.   -0.02  0.26  3.94],2455.19,11,0.001967191696166992
195,trust-ncg,0.01,100.0,[-2.1  -1.35 -3.92 -0.72],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0023479461669921875
196,trust-ncg,0.1,0.01,[2.03 1.04 0.93 3.11],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0011992454528808594
197,trust-ncg,0.1,0.1,[-3.84 -2.4   3.64 -1.5 ],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0019059181213378906
198,trust-ncg,0.1,1.0,[-0.33  2.16 -2.77  3.69],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0017275810241699219
199,trust-ncg,0.1,10.0,[-2.38 -0.57 -1.48 -0.36],[ 0.   -0.02  0.26  3.94],2455.19,11,0.002258777618408203
200,trust-ncg,0.1,30.0,[ 1.08  2.25 -2.48 -0.79],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0021660327911376953
201,trust-ncg,0.1,50.0,[-0.06 -1.68 -4.03 -1.14],[ 0.   -0.02  0.26  3.94],2455.19,13,0.002315044403076172
202,trust-ncg,0.1,100.0,[ 0.17  0.38  2.34 -0.74],[ 0.   -0.02  0.26  3.94],2455.19,11,0.002024412155151367
203,trust-ncg,1.0,0.01,[-4.33  3.63  2.01  2.77],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0013539791107177734
204,trust-ncg,1.0,0.1,[-2.09  0.99  2.59 -2.22],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0018117427825927734
205,trust-ncg,1.0,1.0,[-4.28  0.67 -4.22  3.88],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0018296241760253906
206,trust-ncg,1.0,10.0,[-1.39 -4.18 -1.71  3.01],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0015490055084228516
207,trust-ncg,1.0,30.0,[ 1.76 -1.24 -3.86 -4.33],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0022687911987304688
208,trust-ncg,1.0,50.0,[ 3.06  0.3  -0.47  3.93],[ 0.   -0.02  0.26  3.99],2455.2,5,0.0010290145874023438
209,trust-ncg,1.0,100.0,[ 2.1  -2.21  1.    0.52],[ 0.   -0.02  0.26  3.94],2455.19,35,0.0032351016998291016
210,trust-ncg,10.0,0.01,[-1.17 -0.57  3.42  4.6 ],[ 0.   -0.02  0.23  4.35],2456.08,7,0.0011851787567138672
211,trust-ncg,10.0,0.1,[3.55 3.29 3.89 3.53],[ 0.   -0.02  0.31  3.27],2457.62,5,0.0009350776672363281
212,trust-ncg,10.0,1.0,[-4.11  4.23 -2.8   1.18],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0013508796691894531
213,trust-ncg,10.0,10.0,[-3.58  3.53  3.2   4.24],[ 0.   -0.02  0.26  4.02],2455.22,5,0.0008907318115234375
214,trust-ncg,10.0,30.0,[ 3.04  3.41 -0.39 -3.56],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0017817020416259766
215,trust-ncg,10.0,50.0,[ 3.31 -4.15 -4.89 -1.14],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0013837814331054688
216,trust-ncg,10.0,100.0,[ 4.03 -2.81 -0.63  0.64],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0012438297271728516
217,trust-ncg,100.0,0.01,[ 1.98 -0.45  1.88  0.19],[ 0.   -0.03  0.55  0.1 ],2533.77,5,0.0008685588836669922
218,trust-ncg,100.0,0.1,[ 0.07  1.54  1.1  -1.03],[ 0.   -0.03  0.64 -1.06],2588.12,5,0.0014166831970214844
219,trust-ncg,100.0,1.0,[ 3.76 -4.37 -0.43 -1.34],[ 0.   -0.03  0.65 -1.25],2598.53,7,0.0019459724426269531
220,trust-ncg,100.0,10.0,[-2.81 -3.3  -4.03  0.67],[ 0.   -0.03  0.48  1.02],2500.74,9,0.0016090869903564453
221,trust-ncg,100.0,30.0,[-0.32 -0.57 -2.63  1.04],[ 0.   -0.03  0.46  1.28],2492.78,8,0.0022716522216796875
222,trust-ncg,100.0,50.0,[ 2.45 -0.23  0.06  4.21],[ 0.   -0.02  0.24  4.23],2455.61,5,0.0007603168487548828
223,trust-ncg,100.0,100.0,[-1.96 -2.48  0.14 -4.54],[ 0.   -0.04  0.9  -4.47],2831.28,6,0.0009179115295410156
224,trust-ncg,1000.0,0.01,[4.52 1.42 1.95 1.03],[ 0.   -0.03  0.49  0.93],2503.41,5,0.0007798671722412109
225,trust-ncg,1000.0,0.1,[-3.45 -0.83 -1.67 -1.4 ],[ 0.   -0.03  0.65 -1.21],2596.42,5,0.0007886886596679688
226,trust-ncg,1000.0,1.0,[-4.73 -1.21 -0.01 -2.46],[ 0.   -0.03  0.74 -2.39],2668.33,5,0.0007796287536621094
227,trust-ncg,1000.0,10.0,[ 0.97  2.73 -4.29  2.62],[ 0.   -0.02  0.33  2.98],2460.17,6,0.000873565673828125
228,trust-ncg,1000.0,30.0,[ 2.8  -1.54  1.83  3.27],[ 0.   -0.02  0.32  3.15],2458.54,4,0.0006365776062011719
229,trust-ncg,1000.0,50.0,[-2.85  2.51  2.07 -2.96],[ 0.   -0.03  0.79 -3.04],2714.35,6,0.000823974609375
230,trust-ncg,1000.0,100.0,[ 2.37  0.18 -4.63 -3.5 ],[ 0.   -0.03  0.79 -3.08],2716.85,6,0.0008213520050048828
231,trust-ncg,10000.0,0.01,[3.68 1.21 4.95 4.95],[ 0.   -0.04  0.93  4.65],4137.75,7,0.0008950233459472656
232,trust-ncg,10000.0,0.1,[ 1.37  4.4  -2.61 -0.59],[ 0.   -0.03  0.59 -0.33],2552.22,6,0.0008227825164794922
233,trust-ncg,10000.0,1.0,[ 1.33 -2.14  1.17 -1.2 ],[ 0.   -0.05  1.23 -1.2 ],3703.73,5,0.0006535053253173828
234,trust-ncg,10000.0,10.0,[ 3.96 -1.79 -2.87  1.78],[ 0.   -0.03  0.41  2.03],2474.71,5,0.0006871223449707031
235,trust-ncg,10000.0,30.0,[ 3.66 -1.67  0.46  1.1 ],[ 0.   -0.03  0.51  1.1 ],2502.78,4,0.0005421638488769531
236,trust-ncg,10000.0,50.0,[-0.47 -1.58 -2.98 -3.  ],[ 0.   -0.03  0.76 -2.7 ],2689.96,8,0.0010018348693847656
237,trust-ncg,10000.0,100.0,[ 4.23  1.12  1.68 -3.39],[ 0.   -0.06  1.65 -3.39],4996.86,4,0.0005352497100830078
238,trust-ncg,100000.0,0.01,[ 2.82 -4.89 -4.77  4.84],[ 0.    0.12 -4.62  4.85],78133.76,4,0.0005331039428710938
239,trust-ncg,100000.0,0.1,[-1.06 -3.3  -3.95 -1.54],[ 0.    0.1  -3.85 -1.53],69577.03,5,0.0006308555603027344
240,trust-ncg,100000.0,1.0,[ 3.98  2.85 -4.34  1.2 ],[ 0.    0.12 -4.42  1.2 ],80571.66,4,0.0005300045013427734
241,trust-ncg,100000.0,10.0,[-2.14 -2.83 -4.74  4.55],[ 0.    0.12 -4.66  4.55],79985.55,5,0.0006229877471923828
242,trust-ncg,100000.0,30.0,[ 4.29 -4.7   3.63 -4.14],[ 0.   -0.12  3.76 -4.14],30047.33,6,0.0006949901580810547
243,trust-ncg,100000.0,50.0,[ 1.53 -2.34  4.92 -3.64],[ 0.   -0.16  4.99 -3.64],59000.91,5,0.0006291866302490234
244,trust-ncg,100000.0,100.0,[ 0.66  0.38 -2.81  0.1 ],[ 0.    0.07 -2.82  0.1 ],39548.61,3,0.0003902912139892578
245,trust-ncg,1000000.0,0.01,[ 4.43 -2.1  -1.66  0.4 ],[ 0.    0.03 -1.59  0.4 ],17205.23,4,0.0005252361297607422
246,trust-ncg,1000000.0,0.1,[-0.75  4.69  2.69 -1.45],[ 0.   -0.09  2.55 -1.46],14109.57,4,0.0005307197570800781
247,trust-ncg,1000000.0,1.0,[ 2.58  0.52 -0.04 -1.42],[ 0.   -0.01 -0.05 -1.42],4308.92,4,0.00048232078552246094
248,trust-ncg,1000000.0,10.0,[-3.87 -3.1  -4.13  0.59],[ 0.    0.11 -4.04  0.6 ],70223.77,4,0.0005357265472412109
249,trust-ncg,1000000.0,30.0,[-2.28 -3.66  3.92  4.15],[ 0.   -0.13  4.02  4.15],49049.3,5,0.0006670951843261719
250,trust-ncg,1000000.0,50.0,[-1.22  1.44  2.29  1.43],[ 0.   -0.08  2.25  1.43],13010.06,3,0.00043773651123046875
251,trust-ncg,1000000.0,100.0,[-3.69  0.74 -1.48  0.79],[ 0.    0.03 -1.5   0.79],15575.36,4,0.0005409717559814453
252,Nelder-mead,1e-05,0.01,[ 2.61  3.68  0.1  -3.54],[ 0.   -0.03  0.51  1.03],2503.58,455,0.019952774047851562
253,Nelder-mead,1e-05,0.1,[ 0.58  2.2  -0.47  1.27],[ 0.   -0.02  0.21  4.58],2457.34,413,0.01732492446899414
254,Nelder-mead,1e-05,1.0,[ 1.8  -3.01 -2.94  3.42],[ 0.000e+00  1.000e-02 -1.280e+00  2.288e+01],4399.71,468,0.018230676651000977
255,Nelder-mead,1e-05,10.0,[-0.41 -4.49 -3.26 -3.04],[ 0.   -0.02  0.15  5.34],2465.56,347,0.013918638229370117
256,Nelder-mead,1e-05,30.0,[ 1.55 -4.06 -1.03 -0.16],[ 0.   -0.03  0.6  -0.54],2561.95,394,0.015284299850463867
257,Nelder-mead,1e-05,50.0,[-4.71  3.34 -1.53 -4.5 ],[  0.    -0.05   1.68 -17.52],5031.92,406,0.015801429748535156
258,Nelder-mead,1e-05,100.0,[-4.7  -0.43  2.42 -1.97],[ 0.   -0.04  1.03 -6.02],2982.91,427,0.016472339630126953
259,Nelder-mead,0.0001,0.01,[ 1.54  3.09 -0.57  1.43],[ 0.   -0.02  0.14  5.43],2467.09,422,0.016298770904541016
260,Nelder-mead,0.0001,0.1,[-2.01  3.4   3.11  2.59],[ 0.   -0.01 -0.17  9.7 ],2631.15,416,0.016269445419311523
261,Nelder-mead,0.0001,1.0,[ 4.39 -0.54  0.23 -4.4 ],[ 0.   -0.02  0.11  5.36],2471.56,449,0.017203330993652344
262,Nelder-mead,0.0001,10.0,[ 1.01  1.62  1.76 -4.12],[  0.    -0.05   1.56 -12.19],3856.41,405,0.015589475631713867
263,Nelder-mead,0.0001,30.0,[ 0.73  3.92 -0.91 -1.71],[ 0.   -0.03  0.74 -2.34],2665.01,411,0.015479326248168945
264,Nelder-mead,0.0001,50.0,[-0.66 -4.56  1.99 -1.37],[ 0.   -0.03  0.85 -3.77],2771.32,344,0.01599407196044922
265,Nelder-mead,0.0001,100.0,[-0.53 -0.83 -2.83  1.94],[ 0.   -0.02  0.27  3.85],2455.24,384,0.014612674713134766
266,Nelder-mead,0.001,0.01,[ 1.35  3.19  0.84 -3.9 ],[ 0.   -0.04  1.23 -7.13],3164.0,443,0.017333030700683594
267,Nelder-mead,0.001,0.1,[-3.   -2.08  4.9  -2.52],[ 0.   -0.04  1.16 -7.89],3198.7,473,0.01752924919128418
268,Nelder-mead,0.001,1.0,[ 2.78 -4.34  0.8   1.4 ],[ 0.   -0.02  0.24  4.29],2455.82,419,0.0161592960357666
269,Nelder-mead,0.001,10.0,[ 1.64  4.53  0.91 -4.38],[ 0.   -0.04  1.05 -6.19],3002.09,393,0.014898300170898438
270,Nelder-mead,0.001,30.0,[ 1.47  4.01  3.   -4.92],[  0.    -0.07   2.57 -24.99],6951.5,475,0.017485857009887695
271,Nelder-mead,0.001,50.0,[ 1.03 -0.39 -4.37  4.1 ],[ 0.   -0.03  0.81 -3.41],2742.56,478,0.01761150360107422
272,Nelder-mead,0.001,100.0,[-2.73 -4.54 -4.   -3.26],[ 0.   -0.03  0.54 -2.61],2846.95,470,0.01788783073425293
273,Nelder-mead,0.01,0.01,[ 4.85 -0.72  0.92 -2.99],[ 0.   -0.03  0.82 -3.68],2764.93,458,0.017284870147705078
274,Nelder-mead,0.01,0.1,[-0.86  4.92  0.84  4.9 ],[ 0.000e+00 -1.000e-02 -3.500e-01  1.252e+01],2850.64,468,0.01743769645690918
275,Nelder-mead,0.01,1.0,[ 3.9   1.35 -3.1  -0.39],[ 0.   -0.03  0.67 -1.45],2609.95,450,0.016919612884521484
276,Nelder-mead,0.01,10.0,[2.73 0.38 4.76 3.88],[  0.    -0.05   1.71 -14.78],4322.5,437,0.01648259162902832
277,Nelder-mead,0.01,30.0,[ 2.49 -2.02  2.59 -2.36],[ 0.   -0.03  0.76 -2.5 ],2676.2,449,0.017087697982788086
278,Nelder-mead,0.01,50.0,[-3.2   1.7  -1.01 -1.55],[ 0.   -0.04  0.99 -5.95],2975.36,458,0.017583847045898438
279,Nelder-mead,0.01,100.0,[ 0.1  -1.33 -1.67 -0.  ],[ 0.   -0.03  0.56 -0.01],2538.38,329,0.012511014938354492
280,Nelder-mead,0.1,0.01,[ 1.85 -0.44  4.81  1.44],[ 0.000e+00 -1.000e-02 -5.100e-01  1.444e+01],3041.9,465,0.0172574520111084
281,Nelder-mead,0.1,0.1,[-1.34  2.32  0.86  4.29],[ 0.   -0.03  0.59  0.11],2537.81,413,0.015743017196655273
282,Nelder-mead,0.1,1.0,[-4.96 -3.65  1.07  3.69],[ 0.   -0.03  0.47  1.43],2489.43,458,0.017484188079833984
283,Nelder-mead,0.1,10.0,[ 4.52  1.07  4.39 -3.47],[  0.    -0.05   1.43 -11.04],3652.51,472,0.017764806747436523
284,Nelder-mead,0.1,30.0,[-0.84  0.64 -4.59 -3.78],[  0.    -0.09   3.62 -43.14],14361.97,460,0.017444610595703125
285,Nelder-mead,0.1,50.0,[-4.64  3.25  2.73  1.37],[ 0.00e+00  3.00e-02 -2.43e+00  4.49e+01],11884.8,459,0.018522977828979492
286,Nelder-mead,0.1,100.0,[-4.92 -3.31 -4.44 -4.07],[ 0.   -0.03  0.64 -1.01],2585.73,405,0.015612602233886719
287,Nelder-mead,1.0,0.01,[-2.49  3.23 -0.51 -0.72],[ 0.   -0.03  0.7  -1.88],2635.21,452,0.017081499099731445
288,Nelder-mead,1.0,0.1,[ 3.98 -3.99  1.24 -0.31],[ 0.   -0.03  0.61 -0.68],2568.93,396,0.015324831008911133
289,Nelder-mead,1.0,1.0,[-0.34 -1.94  4.03 -1.18],[ 0.   -0.03  0.78 -3.11],2725.47,476,0.017851829528808594
290,Nelder-mead,1.0,10.0,[-1.92  3.56 -2.63  0.59],[ 0.   -0.03  0.42  1.84],2478.7,390,0.014948368072509766
291,Nelder-mead,1.0,30.0,[-1.51  2.11 -3.7   3.22],[ 0.000e+00 -1.000e-02 -3.600e-01  1.193e+01],2794.79,472,0.01756453514099121
292,Nelder-mead,1.0,50.0,[ 3.62 -2.44 -4.25  3.44],[ 0.   -0.03  0.62 -0.83],2576.45,449,0.01721334457397461
293,Nelder-mead,1.0,100.0,[ 1.23  3.72  4.14 -0.35],[ 0.   -0.03  0.45  1.47],2487.8,400,0.015187978744506836
294,Nelder-mead,10.0,0.01,[ 2.97  1.56 -3.47  1.97],[ 0.000e+00 -1.000e-02 -2.400e-01  1.041e+01],2677.84,434,0.020319223403930664
295,Nelder-mead,10.0,0.1,[ 1.41  0.25  1.82 -2.67],[  0.    -0.05   1.47 -11.4 ],3712.81,470,0.018491268157958984
296,Nelder-mead,10.0,1.0,[ 3.04  1.61  1.77 -4.62],[ 0.   -0.02  0.02  7.61],2530.18,470,0.017925739288330078
297,Nelder-mead,10.0,10.0,[ 3.91 -0.63 -3.32  3.57],[ 0.   -0.02  0.33  3.07],2459.29,404,0.01545572280883789
298,Nelder-mead,10.0,30.0,[-3.42  3.44 -1.81  1.65],[ 0.   -0.02  0.31  3.27],2457.6,453,0.017324209213256836
299,Nelder-mead,10.0,50.0,[ 1.79  2.98  3.7  -0.09],[ 0.   -0.03  0.57 -0.18],2545.36,433,0.016568899154663086
300,Nelder-mead,10.0,100.0,[ 3.28 -0.38 -4.14 -3.78],[ 0.   -0.   -0.76 16.45],3306.04,462,0.017413616180419922
301,Nelder-mead,100.0,0.01,[ 3.03 -2.95  1.47 -2.13],[ 0.   -0.03  0.86 -3.89],2781.41,382,0.014980316162109375
302,Nelder-mead,100.0,0.1,[ 1.85  3.45 -0.24  3.38],[ 0.   -0.01 -0.19  9.35],2616.9,441,0.017016887664794922
303,Nelder-mead,100.0,1.0,[-4.96 -0.11 -3.95  3.74],[ 0.000e+00  8.000e-02 -5.530e+00  8.901e+01],42925.38,469,0.017462968826293945
304,Nelder-mead,100.0,10.0,[-0.97  4.07 -0.58  4.33],[ 0.   -0.02 -0.07  8.33],2557.58,402,0.015394210815429688
305,Nelder-mead,100.0,30.0,[-4.61 -2.64  0.87 -4.63],[  0.    -0.05   1.46 -13.55],4131.79,450,0.01711416244506836
306,Nelder-mead,100.0,50.0,[-3.75 -4.41  1.35 -3.03],[ 0.   -0.04  1.06 -6.44],3028.57,406,0.015579938888549805
307,Nelder-mead,100.0,100.0,[3.18 0.4  3.09 4.55],[ 0.   -0.03  0.6  -0.42],2556.8,474,0.01847553253173828
308,Nelder-mead,1000.0,0.01,[ 2.68 -2.54  4.69  2.2 ],[ 0.   -0.02  0.27  3.89],2455.21,410,0.015874862670898438
309,Nelder-mead,1000.0,0.1,[-1.91  2.12  4.43 -1.64],[ 0.   -0.03  0.85 -3.85],2777.51,379,0.01460886001586914
310,Nelder-mead,1000.0,1.0,[-3.78  0.63  4.51 -2.85],[ 0.   -0.04  0.9  -4.51],2834.55,421,0.015979766845703125
311,Nelder-mead,1000.0,10.0,[0.47 1.43 3.1  4.89],[ 0.00e+00  3.00e-02 -2.49e+00  4.67e+01],12909.24,484,0.01775336265563965
312,Nelder-mead,1000.0,30.0,[-4.08  0.64  1.08  3.65],[ 0.000e+00 -1.000e-02 -5.000e-01  1.516e+01],3150.1,469,0.017599105834960938
313,Nelder-mead,1000.0,50.0,[ 0.8   3.95 -4.87 -0.79],[ 0.   -0.03  0.6  -0.56],2562.71,360,0.014288902282714844
314,Nelder-mead,1000.0,100.0,[-0.06  3.52  3.39 -3.49],[ 0.   -0.02  0.26  3.94],2455.19,468,0.017396926879882812
315,Nelder-mead,10000.0,0.01,[ 1.28 -2.07  2.03 -1.28],[ 0.   -0.03  0.8  -3.2 ],2726.43,472,0.018485307693481445
316,Nelder-mead,10000.0,0.1,[ 0.85 -4.99 -3.94 -4.2 ],[ 0.   -0.02  0.1   6.02],2478.24,392,0.01542353630065918
317,Nelder-mead,10000.0,1.0,[ 3.16 -4.41 -0.8  -3.35],[ 0.000e+00 -1.000e-02 -4.200e-01  1.179e+01],2808.64,448,0.017245054244995117
318,Nelder-mead,10000.0,10.0,[-2.   -2.27  1.86 -4.83],[ 0.   -0.04  1.24 -8.92],3333.76,413,0.015836238861083984
319,Nelder-mead,10000.0,30.0,[-2.93 -1.53  4.7   3.9 ],[ 0.00e+00 -1.00e-02 -4.20e-01  1.32e+01],2910.78,397,0.015583038330078125
320,Nelder-mead,10000.0,50.0,[-1.64  4.73 -0.99 -0.84],[ 0.   -0.02  0.32  3.19],2458.23,403,0.01543569564819336
321,Nelder-mead,10000.0,100.0,[-4.53  0.65  2.97  1.9 ],[ 0.   -0.03  0.4   2.08],2473.58,439,0.016788482666015625
322,Nelder-mead,100000.0,0.01,[ 1.97  2.32  2.29 -3.88],[  0.    -0.05   1.56 -12.37],3881.43,440,0.016849994659423828
323,Nelder-mead,100000.0,0.1,[ 0.76 -3.41 -1.73 -1.32],[ 0.   -0.04  0.93 -5.07],2887.25,355,0.016575098037719727
324,Nelder-mead,100000.0,1.0,[3.15 1.71 1.55 2.33],[ 0.000e+00 -1.000e-02 -6.500e-01  1.715e+01],3404.38,464,0.017407894134521484
325,Nelder-mead,100000.0,10.0,[ 2.46  2.42 -2.04 -4.96],[  0.    -0.06   2.16 -25.68],7496.02,458,0.0175015926361084
326,Nelder-mead,100000.0,30.0,[-2.23  4.25  4.14  0.4 ],[ 0.   -0.03  0.54  0.3 ],2525.57,374,0.014303445816040039
327,Nelder-mead,100000.0,50.0,[-0.91 -2.27 -4.93  4.04],[ 0.   -0.02  0.    7.19],2536.32,472,0.017522811889648438
328,Nelder-mead,100000.0,100.0,[-1.24  1.91 -1.56 -3.36],[ 0.   -0.04  0.88 -3.79],2776.0,392,0.015061140060424805
329,Nelder-mead,1000000.0,0.01,[ 1.12 -3.38 -2.09  4.33],[ 0.000e+00 -1.000e-02 -3.700e-01  1.208e+01],2807.77,472,0.017438650131225586
330,Nelder-mead,1000000.0,0.1,[ 0.21  3.45  1.11 -2.16],[ 0.   -0.03  0.67 -1.63],2628.03,472,0.01738762855529785
331,Nelder-mead,1000000.0,1.0,[-1.83  3.34 -1.78 -3.01],[ 0.   -0.04  1.04 -6.34],3016.49,444,0.017163991928100586
332,Nelder-mead,1000000.0,10.0,[ 3.55  1.76 -3.47  1.35],[ 0.   -0.03  0.46  1.24],2494.05,388,0.01500701904296875
333,Nelder-mead,1000000.0,30.0,[-1.07 -4.15  1.5   2.15],[ 0.   -0.02  0.12  5.88],2475.11,380,0.01459193229675293
334,Nelder-mead,1000000.0,50.0,[-1.75 -1.42 -2.72 -0.69],[ 0.   -0.03  0.83 -3.7 ],2765.24,395,0.015227556228637695
335,Nelder-mead,1000000.0,100.0,[ 3.6   3.57 -0.77 -2.49],[  0.    -0.04   1.23 -10.09],3529.38,449,0.017208099365234375
336,Newton-CG,1e-05,0.01,[0.11 0.21 3.42 4.27],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007371902465820312
337,Newton-CG,1e-05,0.1,[-1.71 -3.45  1.18  1.84],[ 0.   -0.03  0.43  1.78],2480.09,4,0.0005505084991455078
338,Newton-CG,1e-05,1.0,[ 4.15 -3.37 -3.41  0.92],[ 0.   -0.02  0.26  3.94],2455.19,5,0.000732421875
339,Newton-CG,1e-05,10.0,[-2.45 -0.99  1.68 -1.81],[ 0.   -0.06  1.7  -1.81],5945.9,3,0.0004036426544189453
340,Newton-CG,1e-05,30.0,[-0.   -2.19  3.87  4.  ],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007047653198242188
341,Newton-CG,1e-05,50.0,[ 1.34  0.37  0.51 -4.31],[ 0.   -0.02  0.5  -4.31],3301.42,3,0.0005578994750976562
342,Newton-CG,1e-05,100.0,[ 0.48 -0.68 -0.6  -2.13],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007369518280029297
343,Newton-CG,0.0001,0.01,[-4.59 -4.87 -1.47 -3.13],[ 0.   -0.03  0.78 -2.96],2707.97,4,0.0005886554718017578
344,Newton-CG,0.0001,0.1,[-2.31 -0.3   0.15  0.38],[ 0.   -0.02  0.16  0.38],2974.19,3,0.00046324729919433594
345,Newton-CG,0.0001,1.0,[-0.15  1.61 -2.66  2.04],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0010311603546142578
346,Newton-CG,0.0001,10.0,[-1.27  2.24  1.95  3.25],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007309913635253906
347,Newton-CG,0.0001,30.0,[ 2.24 -0.29 -3.32 -4.51],[ 0.    0.09 -3.31 -4.51],60601.41,3,0.0004019737243652344
348,Newton-CG,0.0001,50.0,[ 2.1  -1.27 -3.4  -0.11],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009138584136962891
349,Newton-CG,0.0001,100.0,[1.58 1.64 3.95 4.54],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0006949901580810547
350,Newton-CG,0.001,0.01,[-2.83  4.76 -0.92 -3.9 ],[ 0.   -0.03  0.84 -3.75],2769.39,4,0.0005447864532470703
351,Newton-CG,0.001,0.1,[4.84 4.92 2.19 4.87],[ 0.   -0.02  0.2   4.72],2458.4,4,0.0005435943603515625
352,Newton-CG,0.001,1.0,[-3.2  -4.82 -0.23  1.39],[ 0.   -0.03  0.45  1.44],2488.56,4,0.0005822181701660156
353,Newton-CG,0.001,10.0,[ 4.64 -0.18 -4.4  -3.16],[ 0.    0.12 -4.39 -3.16],90583.92,3,0.0004069805145263672
354,Newton-CG,0.001,30.0,[0.49 1.57 3.09 2.99],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007574558258056641
355,Newton-CG,0.001,50.0,[0.62 1.65 2.65 0.73],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007131099700927734
356,Newton-CG,0.001,100.0,[ 4.94  0.44  2.28 -3.25],[ 0.   -0.08  2.27 -3.25],9732.79,3,0.00040531158447265625
357,Newton-CG,0.01,0.01,[ 2.49 -2.25 -3.28 -4.65],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007174015045166016
358,Newton-CG,0.01,0.1,[ 0.13 -0.23 -2.62 -1.52],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0013132095336914062
359,Newton-CG,0.01,1.0,[-2.8   3.86 -0.14 -1.41],[ 0.   -0.03  0.66 -1.33],2603.18,4,0.0005886554718017578
360,Newton-CG,0.01,10.0,[ 1.69  2.44 -4.68  0.66],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007212162017822266
361,Newton-CG,0.01,30.0,[ 3.09 -1.99  3.27  0.62],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008502006530761719
362,Newton-CG,0.01,50.0,[-0.69  1.92  1.72 -1.04],[ 0.   -0.03  0.64 -1.11],2590.68,4,0.00054931640625
363,Newton-CG,0.01,100.0,[ 4.94 -0.14 -2.39 -3.96],[ 0.    0.06 -2.38 -3.96],37091.74,3,0.00040984153747558594
364,Newton-CG,0.1,0.01,[-0.09 -3.41  3.08  4.13],[ 0.04 -3.41  3.08  4.13],590282628.68,1,0.00018596649169921875
365,Newton-CG,0.1,0.1,[ 2.08 -3.92  2.66  3.26],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007255077362060547
366,Newton-CG,0.1,1.0,[-3.9  -3.44 -4.56 -0.93],[ 0.   -0.02  0.26  3.94],2455.19,5,0.001049041748046875
367,Newton-CG,0.1,10.0,[ 0.1  -4.59 -3.96 -1.49],[ 0.05 -4.59 -3.96 -1.49],1192963813.98,1,0.00021314620971679688
368,Newton-CG,0.1,30.0,[ 4.13 -4.38 -4.86  4.16],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007219314575195312
369,Newton-CG,0.1,50.0,[ 3.18 -3.02 -2.15 -2.68],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007631778717041016
370,Newton-CG,0.1,100.0,[0.58 2.72 4.91 1.55],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007205009460449219
